id;address;authors;authors_original;booktitle;date;editor;editors_original;institution;journal;month;note;pages;publisher;tech;title;type;volume;year
1563;;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r s carbonell j g and t m mitchell ;;;;;;107 148;morgan kaufmann publishers ;;shift of bias of inductive concept learning ;;vol ii ;1986
1564;;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r s carbonell j g and t m mitchell ;;;;;;107 148;morgan kaufmann publishers ;;shift of bias of inductive concept learning ;;vol ii ;1986
1565;;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r s carbonell j g and t m mitchell ;;;;;;107 148;morgan kaufmann publishers ;;shift of bias of inductive concept learning ;;vol ii ;1986
1566;;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in michalski r s carbonell j g and t m mitchell ;;;;;;107 148;morgan kaufmann publishers ;;shift of bias of inductive concept learning ;;vol ii ;1986
1567;;p e utgoff ;p e utgoff ;in machine learning;;;;;;;;;morgan kaufman ;;shift of bias for inductive concept learning ;;ii ;1986
1568;palo alto ca ;p utgoff ;p utgoff ;machine learning an artificial intelligence approach 2 springer verlag;;in r s mickalski j g carbonell and t m mitchell eds ;;;;;;107 149;;;shift of bias for inductive concept learning ;;;1986
1569;palo alto ca ;p utgoff ;p utgoff ;machine learning an artificial intelligence approach 2 springer verlag;;in r s mickalski j g carbonell and t m mitchell eds ;;;;;;107 149;;;shift of bias for inductive concept learning ;;;1986
1570;san mateo ca usa ;p utgoff ;p utgoff ;in machine learning an artificial intelligence approach ;;;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume iii ;1986
1571;los altos ;utgoff p ;utgoff p ;machine learning an artificial intelligence approach ;;in r michal ski j carbonell and t mitchell eds ;;;;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol ii;1986
1572;los altos ca ;p e utgoff ;p e utgoff ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;pages 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;10;1986
1573;los altos ca ;p utgoff ;p utgoff ;in machine learning ;;;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1574;los altos ca ;p utgoff ;p utgoff ;;;in r michalski j carbonell and t mitchell editors ;;;machine learning ;;;pages 163 190;morgan kauf mann ;;shift of bias for inductive concept learning ;;volume 2;1986
1575;los altos ca ;p utgoff ;p utgoff ;;;in r michalski j carbonell and t mitchell editors ;;;machine learning ;;;pages 163 190;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1576;los altos ca ;p utgoff ;p utgoff ;;;in r michalski j carbonell and t mitchell editors ;;;machine learning ;;;pages 163 190;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1577;los altos ca ;p utgoff ;p utgoff ;;;in r michalski j carbonell and t mitchell editors ;;;machine learning ;;;pages 163 190;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1578;los altos ;utgoff p ;utgoff p ;machine learning an artificial intelligence approach ;;in r michal ski j carbonell and t mitchell eds ;;;;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;vol ii;1986
1579;;p e utgoff ;p e utgoff ;machine learning an artificial intelligence approach;;in r s michalski j g carbonell and t m mitchell editors ;;;;;;;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume 2;1986
1580;los altos ca ;utgoff paul e ;utgoff paul e ;machine learning an artificial intelligence approach ;;in michalski ryszard s car bonell jaime g and mitchell tom m editors ;;;;;;pages 107 148;morgan kauf mann ;;shift of bias for inductive concept learning ;;volume ii ;
1581;los altos ca ;utgoff paul e ;utgoff paul e ;machine learning an artificial intelligence approach ;;in michalski ryszard s carbonell jaime g and mitchell tom m editors ;;;;;;pages 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume ii ;1986
1582;los altos ca ;utgoff paul e ;utgoff paul e ;machine learning an artificial intelligence approach ;;in michalski ryszard s carbonell jaime g and mitchell tom m editors ;;;;;;pages 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume ii ;1986
1583;;p e ;p e ;in machine learning an artificial intelligence approach ;;;;;;;;;morgan kaufmann ;;utgoff shift of bias for inductive concept learning;;;1986
1584;;p e ;p e ;in machine learning an artificial intelligence approach ;;;;;;;;;morgan kaufmann ;;utgoff shift of bias for inductive concept learning;;;1986
1585;los altos ca ;utgoff p e ;utgoff p e ;machine learning an artificial intelligence approach ;;in r s michalski j g carbonell and t m mitchell ed ;;;;;;pp 107 148;morgan kaufmann ;;shift of bias for inductive concept learning ;;volume ii ;1986
1586;los altos ca ;p utgoff ;p utgoff ;;;in r s michalshi j g carbonell and t m mitchell editors ;;;machine learning ;;;page 107;morgan kaufman ;;shift of bias for inductive concept learning ;;;1986
1587;los altos ca ;p utgoff ;p utgoff ;;;in r s michalshi j g carbonell and t m mitchell editors ;;;machine learning ;;;page 107;morgan kaufman ;;shift of bias for inductive concept learning ;;;1986
1588;los altos ca ;p utgoff ;p utgoff ;;;in r s michalshi j g carbonell and t m mitchell editors ;;;machine learning ;;;page 107;morgan kaufman ;;shift of bias for inductive concept learning ;;;1986
1589;irvine ca ;utgoff p e saxena s ;utgoff p e saxena s ;proceedings of the fourth international workshop on machine learning;;;;;;;;pp 115 121;morgan kauf mann ;;learning a preference predicate ;;;1987
1590;;utgoff p and saxena s ;utgoff p and saxena s ;in proceedings of the fourth international workshop on machine learning ;;;;;;;;115 121;;;learning a preference predicate ;;;1987
1591;;p utgoff and s saxena ;p utgoff and s saxena ;proceedings of the 4th international conference on machine learning;;;;;;;;pp 115 121;;;learning a preference predicate ;;;1987
1592;;utgoff p and saxena s ;utgoff p and saxena s ;in proceedings of the fourth international workshop on machine learning ;;;;;;;;pages 115 121;;;learning a preference predicate ;;;1987
1593;stanford california ;utgoff p e and p s heitman ;utgoff p e and p s heitman ;in proceedings of the aaai 1988 spring symposium series computer game playing;;;;;;;;36 40;;;learning and generalizing move selection preferences ;;;1988
1594;ann harbour ;utgoff p e ;utgoff p e ;in proc of 5th international workshop on machine learning j;;laird ed ;;;;;;;morgan kaufmann inc ;;id5 an incremental id3;;;1988
1595;ann harbour ;utgoff p e ;utgoff p e ;in proc of 5th international workshop on machine learning j;;laird ed ;;;;;;;morgan kaufmann inc ;;id5 an incremental id3;;;1988
1596;ann arbor michigan ;utgoff p ;utgoff p ;proceedings of the fifth international conference on machine learning;;;;;;;;pp 107 120;morgan kaufmann ;;id5r an incremental id3;;27;1988
1597;ann arbor michigan ;utgoff p ;utgoff p ;proceedings of the fifth international conference on machine learning;;;;;;;;pp 107 120;morgan kaufmann ;;id5r an incremental id3;;28;1988
1598;;utgoff p ;utgoff p ;in proceedings of the fifth international conference on machine learning ;;;;;;;;107 120;;;id5 an incremental id3;;;1988
1599;;utgoff p ;utgoff p ;in proceedings of the fifth international conference on machine learning ;;;;;;;;107 120;;;id5 an incremental id3;;;1988
1600;;utgoff p ;utgoff p ;in proceedings of the fifth international conference on machine learning ;;;;;;;;107 120;;;id5 an incremental id3;;;1988
1601;;utgoff p ;utgoff p ;in proceedings of the fifth international conference on machine learning ;;;;;;;;107 120;;;id5 an incremental id3;;;1988
1602;;utgoff p e ;utgoff p e ;in proceedings of the fifth national conference on machine learning ;;;;;;;;;;;an incremental id3;;;1988
1603;ann arbor mi ;utgoff p e ;utgoff p e ;in proceedings of the fifth international conference on machine learning;;;;;;;;pp 107 120;morgan kaufmann ;;id5 an incremental id3;;;1988a
1604;ann arbor mi ;utgoff p e ;utgoff p e ;in proceedings of the fifth international conference on machine learning;;;;;;;;pp 107 120;morgan kaufmann ;;id5 an incremental id3;;;1988a
1605;;p utgoff id5;p utgoff id5;in proceedings of the fifth international conference on machine learning ;;;;;;;;pages 107 120;;;an incremental id3;;;1988
1606;;p utgoff id5;p utgoff id5;in proc 5th intl conf mach learning;;;;;;;;pages 107 120;morgan kaufmann ;;an incremental id3;;;1988
1607;;p utgoff id5;p utgoff id5;in proc 5th intl conf mach learning;;;;;;;;pages 107 120;morgan kaufmann ;;an incremental id3;;;1988
1608;;p utgoff id5;p utgoff id5;in proc 5th intl conf mach learning;;;;;;;;pages 107 120;morgan kaufmann ;;an incremental id3;;;1988
1609;;utgoff p e ;utgoff p e ;in proc 5th int conf on machine learning ca;;j laird ed ;;;;;;pp 107 120;kaufmann ;;id5 an incremental id3;;;1988
1610;ca ;p e utgoff id5;p e utgoff id5;proc 5th int conf on machine learning;;in j laird editor ;;;;june;;pages 107 120;kaufmann ;;an incremental id3;;;1988
1611;san mateo ca ;paul e utgoff id5;paul e utgoff id5;proceedings of the fifth international conference on machine learning ;june 1988;in john e laird editor ;;;;;;pages 107 120;morgan kaufman ;;an incremental id3;;;
1612;;p e utgoff ;p e utgoff ;in proceedings of the fifth national conference on machine learning ;;;;;;;;;;;an incremental id3;;;1988
1613;;utgoff p e id5;utgoff p e id5;proceedings of the fifth national conference on machine learning ;;;;university of michigan ;;june;;pp 107 120;;;an incremental id3;;;1988
1614;san mateo ca ;p e utgoff id5;p e utgoff id5;proceedings of the fifth international conference on machine learning ;;;;;;;;107 120;morgan kaufmann ;;an incremental id3;;;
1615;boston ma ;utgoff p ;utgoff p ;proceedings of the seventh national conference on artificial intelligence;;;;;;;morgan kaufmann appeared in machine learning proceedings of the eighth international workshop ml91;pp 601 606;;;perceptron trees a case study in hybrid concept representations ;;;1988
1616;boston ma ;utgoff p ;utgoff p ;proceedings of the seventh national conference on artificial intelligence;;;;;;;morgan kaufmann appeared in machine learning proceedings of the eighth international workshop ml91;pp 601 606;;;perceptron trees a case study in hybrid concept representations ;;;1988
1617;st paul mn ;utgoff p e ;utgoff p e ;proceedings of the seventh national conference on artificial intelligence;;;;;;;;pp 601 606;morgan kaufmann ;;perceptron trees a case study in hybrid concept representations ;;;1988
1618;st paul mn ;utgoff p e ;utgoff p e ;proceedings of the seventh national conference on artificial intelligence;;;;;;;;pp 601 606;morgan kaufmann ;;perceptron trees a case study in hybrid concept representations ;;;1988
1619;;utgoff p e ;utgoff p e ;proceedings of the seventh national conference on artificial intelligence ;;;;;;;;pages 601 606;;;perceptron trees a case study in hybrid concept representations ;;;1988
1620;st paul mn ;utgoff p e ;utgoff p e ;in proceedings of the seventh national conference on artificial intelligence;;;;;;;;pp 601 606;morgan kaufmann ;;perceptron trees a case study in hybrid concept representations ;;;1988b
1621;st paul mn ;utgoff p e ;utgoff p e ;in proceedings of the seventh national conference on artificial intelligence;;;;;;;;pp 601 606;morgan kaufmann ;;perceptron trees a case study in hybrid concept representations ;;;1988b
1622;san mateo ca ;utgoff p e ;utgoff p e ;in aaai 88 proceedings of the seventh national conference on artificial intelligence;;;;;;;;601 6;morgan kaufmann ;;perceptron trees a case study in hybrid concept representation ;;;1988
1623;;utgoff p e ;utgoff p e ;in proceedings of the seventh national conference on artificial intelligence ;;;;;;;;601 606;morgan kaufmann ;;perceptron trees a case study in hybrid concept representation ;;;1988
1624;;paul e utgoff ;paul e utgoff ;;;;;;connection science ;;;;;;perceptron trees a case study in hybrid concept representations ;;1 4;1990
1625;san mateo ca ;utgoff p e ;utgoff p e ;in a a a i 8 8 proceedings of the seventh national conference on artificial intelligence;;;;;;;;601 6;morgan kaufmann ;;perceptron trees a case study in hybrid concept representation ;;;1988
1626;;paul e utgoff ;paul e utgoff ;in proceedings of the seventh national conference on artificial intelligence ;;;;;;;;pages 601 606;morgan kaufmann ;;perceptron trees a case study in hybrid concept representation ;;;1988
1627;;paul e utgoff ;paul e utgoff ;in proceedings of the seventh national conference on artificial intelligence ;;;;;;;;pages 601 606;morgan kaufmann ;;perceptron trees a case study in hybrid concept representation ;;;1988
1628;;p e utgoff ;p e utgoff ;;;;;;machine learning ;;this article was processed using the l a t e x macro package with llncs style;161 186;;;incremental induction of decision trees ;;4;1989
1629;;paul e utgoff ;paul e utgoff ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1630;;p utgoff;p utgoff;;;;;;machine learning ;;;161 186;;; incremental induction of decision trees ;;vol 4;1989
1631;;utgoff p e ;utgoff p e ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1632;;utgoff p ;utgoff p ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4 2;1989
1633;;utgoff p ;utgoff p ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1634;;utgoff p ;utgoff p ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1635;;utgoff p ;utgoff p ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1636;;utgoff p ;utgoff p ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1637;;utgoff p ;utgoff p ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1638;;utgoff p e ;utgoff p e ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1639;;utgoff p e ;utgoff p e ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1640;;utgoff p e ;utgoff p e ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
1641;;utgoff p e ;utgoff p e ;;;;;;machine learning ;;;161 186;;;incremental induction of decision trees ;;4;1989
